feature,n,sorting policy,rank,prob
sentcomp,10,pos-rel_rt,22,0.019
sentcomp,10,pos-rel_rt,23,0.023
sentcomp,10,pos-rel_rt,24,0.022
sentcomp,10,pos-rel_rt,25,0.008
sentcomp,10,pos-rel_rt,26,0.004
sentcomp,10,pos-rel_rt,27,0.005
sentcomp,10,pos-rel_rt,28,0.004
sentcomp,10,pos-rel_rt,29,0.001
sentcomp,10,pred-nb_pinned_rh,61,0.002
sentcomp,10,pred-nb_pinned_rh,62,0.01
sentcomp,10,pred-nb_pinned_rh,63,0.69
sentcomp,10,pred-nb_pinned_rh,64,0.298
sentcomp,10,pred-nb_pinned_rl,61,0.001
sentcomp,10,pred-nb_pinned_rl,62,0.003
sentcomp,10,pred-nb_pinned_rl,63,0.305
sentcomp,10,pred-nb_pinned_rl,64,0.691
sentcomp,10,pred-nb_pinned_rt,34,0.001
sentcomp,10,pred-nb_pinned_rt,35,0.002
sentcomp,10,pred-nb_pinned_rt,36,0.002
sentcomp,10,pred-nb_pinned_rt,37,0.005
sentcomp,10,pred-nb_pinned_rt,38,0.007
sentcomp,10,pred-nb_pinned_rt,39,0.008
sentcomp,10,pred-nb_pinned_rt,40,0.01
sentcomp,10,pred-nb_pinned_rt,41,0.01
sentcomp,10,pred-nb_pinned_rt,42,0.032
sentcomp,10,pred-nb_pinned_rt,43,0.032
sentcomp,10,pred-nb_pinned_rt,44,0.053
sentcomp,10,pred-nb_pinned_rt,45,0.047
sentcomp,10,pred-nb_pinned_rt,46,0.063
sentcomp,10,pred-nb_pinned_rt,47,0.09
sentcomp,10,pred-nb_pinned_rt,48,0.105
sentcomp,10,pred-nb_pinned_rt,49,0.128
sentcomp,10,pred-nb_pinned_rt,50,0.165
sentcomp,10,pred-nb_pinned_rt,51,0.221
sentcomp,10,pred-nb_pinned_rt,52,0.016
sentcomp,10,pred-nb_pinned_rt,53,0.003
sentcomp,10,pred-nb_rh,65,0.7
sentcomp,10,pred-nb_rh,66,0.3
sentcomp,10,pred-nb_rl,65,0.3
sentcomp,10,pred-nb_rl,66,0.7
sentcomp,10,pred-nb_rt,51,0.002
sentcomp,10,pred-nb_rt,52,0.123
sentcomp,10,pred-nb_rt,53,0.146
sentcomp,10,pred-nb_rt,54,0.472
sentcomp,10,pred-nb_rt,55,0.087
sentcomp,10,pred-nb_rt,56,0.17
sentcomp,10,pred-xgb_pinned_rh,57,0.653
sentcomp,10,pred-xgb_pinned_rh,58,0.111
sentcomp,10,pred-xgb_pinned_rh,59,0.204
sentcomp,10,pred-xgb_pinned_rh,60,0.018
sentcomp,10,pred-xgb_pinned_rh,61,0.012
sentcomp,10,pred-xgb_pinned_rh,62,0.002
sentcomp,10,pred-xgb_pinned_rl,57,0.019
sentcomp,10,pred-xgb_pinned_rl,58,0.562
sentcomp,10,pred-xgb_pinned_rl,59,0.126
sentcomp,10,pred-xgb_pinned_rl,60,0.228
sentcomp,10,pred-xgb_pinned_rl,61,0.04
sentcomp,10,pred-xgb_pinned_rl,62,0.025
sentcomp,10,pred-xgb_pinned_rt,29,0.003
sentcomp,10,pred-xgb_pinned_rt,30,0.005
sentcomp,10,pred-xgb_pinned_rt,31,0.018
sentcomp,10,pred-xgb_pinned_rt,32,0.011
sentcomp,10,pred-xgb_pinned_rt,33,0.016
sentcomp,10,pred-xgb_pinned_rt,34,0.016
sentcomp,10,pred-xgb_pinned_rt,35,0.018
sentcomp,10,pred-xgb_pinned_rt,36,0.024
sentcomp,10,pred-xgb_pinned_rt,37,0.037
sentcomp,10,pred-xgb_pinned_rt,38,0.046
sentcomp,10,pred-xgb_pinned_rt,39,0.051
sentcomp,10,pred-xgb_pinned_rt,40,0.049
sentcomp,10,pred-xgb_pinned_rt,41,0.073
sentcomp,10,pred-xgb_pinned_rt,42,0.08
sentcomp,10,pred-xgb_pinned_rt,43,0.08
sentcomp,10,pred-xgb_pinned_rt,44,0.078
sentcomp,10,pred-xgb_pinned_rt,45,0.074
sentcomp,10,pred-xgb_pinned_rt,46,0.096
sentcomp,10,pred-xgb_pinned_rt,47,0.057
sentcomp,10,pred-xgb_pinned_rt,48,0.078
sentcomp,10,pred-xgb_pinned_rt,49,0.061
sentcomp,10,pred-xgb_pinned_rt,50,0.024
sentcomp,10,pred-xgb_pinned_rt,51,0.005
sentcomp,10,pred-xgb_rh,56,0.001
sentcomp,10,pred-xgb_rh,57,0.083
sentcomp,10,pred-xgb_rh,58,0.061
sentcomp,10,pred-xgb_rh,59,0.513
sentcomp,10,pred-xgb_rh,60,0.119
sentcomp,10,pred-xgb_rh,61,0.217
sentcomp,10,pred-xgb_rh,62,0.006
sentcomp,10,pred-xgb_rl,57,0.003
sentcomp,10,pred-xgb_rl,58,0.046
sentcomp,10,pred-xgb_rl,59,0.05
sentcomp,10,pred-xgb_rl,60,0.519
sentcomp,10,pred-xgb_rl,61,0.103
sentcomp,10,pred-xgb_rl,62,0.279
sentcomp,10,pred-xgb_rt,30,0.001
sentcomp,10,pred-xgb_rt,32,0.001
sentcomp,10,pred-xgb_rt,33,0.004
sentcomp,10,pred-xgb_rt,34,0.002
sentcomp,10,pred-xgb_rt,35,0.001
sentcomp,10,pred-xgb_rt,36,0.006
sentcomp,10,pred-xgb_rt,37,0.004
sentcomp,10,pred-xgb_rt,38,0.007
sentcomp,10,pred-xgb_rt,39,0.018
sentcomp,10,pred-xgb_rt,40,0.016
sentcomp,10,pred-xgb_rt,41,0.019
sentcomp,10,pred-xgb_rt,42,0.047
sentcomp,10,pred-xgb_rt,43,0.047
sentcomp,10,pred-xgb_rt,44,0.035
sentcomp,10,pred-xgb_rt,45,0.053
sentcomp,10,pred-xgb_rt,46,0.058
sentcomp,10,pred-xgb_rt,47,0.085
sentcomp,10,pred-xgb_rt,48,0.114
sentcomp,10,pred-xgb_rt,49,0.137
sentcomp,10,pred-xgb_rt,50,0.146
sentcomp,10,pred-xgb_rt,51,0.187
sentcomp,10,pred-xgb_rt,52,0.009
sentcomp,10,pred-xgb_rt,53,0.003
sentcomp,10,random_pinned_rh,10,0.002
sentcomp,10,random_pinned_rh,11,0.002
sentcomp,10,random_pinned_rh,12,0.002
sentcomp,10,random_pinned_rh,13,0.003
sentcomp,10,random_pinned_rh,14,0.004
sentcomp,10,random_pinned_rh,15,0.011
sentcomp,10,random_pinned_rh,16,0.012
sentcomp,10,random_pinned_rh,17,0.005
sentcomp,10,random_pinned_rh,18,0.013
sentcomp,10,random_pinned_rh,19,0.024
sentcomp,10,random_pinned_rh,20,0.043
sentcomp,10,random_pinned_rh,21,0.04
sentcomp,10,random_pinned_rh,22,0.046
sentcomp,10,random_pinned_rh,23,0.056
sentcomp,10,random_pinned_rh,24,0.058
sentcomp,10,random_pinned_rh,25,0.088
sentcomp,10,random_pinned_rh,26,0.098
sentcomp,10,random_pinned_rh,27,0.124
sentcomp,10,random_pinned_rh,28,0.146
sentcomp,10,random_pinned_rh,29,0.098
sentcomp,10,random_pinned_rh,30,0.05
sentcomp,10,random_pinned_rh,31,0.033
sentcomp,10,random_pinned_rh,32,0.011
sentcomp,10,random_pinned_rh,33,0.012
sentcomp,10,random_pinned_rh,34,0.008
sentcomp,10,random_pinned_rh,35,0.004
sentcomp,10,random_pinned_rh,36,0.005
sentcomp,10,random_pinned_rh,37,0.002
sentcomp,10,random_pinned_rl,9,0.002
sentcomp,10,random_pinned_rl,10,0.001
sentcomp,10,random_pinned_rl,11,0.004
sentcomp,10,random_pinned_rl,12,0.007
sentcomp,10,random_pinned_rl,13,0.018
sentcomp,10,random_pinned_rl,14,0.012
sentcomp,10,random_pinned_rl,15,0.015
sentcomp,10,random_pinned_rl,16,0.013
sentcomp,10,random_pinned_rl,17,0.036
sentcomp,10,random_pinned_rl,18,0.038
sentcomp,10,random_pinned_rl,19,0.039
sentcomp,10,random_pinned_rl,20,0.039
sentcomp,10,random_pinned_rl,21,0.046
sentcomp,10,random_pinned_rl,22,0.052
sentcomp,10,random_pinned_rl,23,0.076
sentcomp,10,random_pinned_rl,24,0.074
sentcomp,10,random_pinned_rl,25,0.116
sentcomp,10,random_pinned_rl,26,0.106
sentcomp,10,random_pinned_rl,27,0.106
sentcomp,10,random_pinned_rl,28,0.092
sentcomp,10,random_pinned_rl,29,0.061
sentcomp,10,random_pinned_rl,30,0.021
sentcomp,10,random_pinned_rl,31,0.01
sentcomp,10,random_pinned_rl,32,0.004
sentcomp,10,random_pinned_rl,33,0.006
sentcomp,10,random_pinned_rl,34,0.005
sentcomp,10,random_pinned_rl,35,0.001
sentcomp,10,random_pinned_rt,7,0.002
sentcomp,10,random_pinned_rt,8,0.006
sentcomp,10,random_pinned_rt,9,0.005
sentcomp,10,random_pinned_rt,10,0.012
sentcomp,10,random_pinned_rt,11,0.023
sentcomp,10,random_pinned_rt,12,0.034
sentcomp,10,random_pinned_rt,13,0.024
sentcomp,10,random_pinned_rt,14,0.037
sentcomp,10,random_pinned_rt,15,0.05
sentcomp,10,random_pinned_rt,16,0.053
sentcomp,10,random_pinned_rt,17,0.065
sentcomp,10,random_pinned_rt,18,0.066
sentcomp,10,random_pinned_rt,19,0.062
sentcomp,10,random_pinned_rt,20,0.063
sentcomp,10,random_pinned_rt,21,0.067
sentcomp,10,random_pinned_rt,22,0.081
sentcomp,10,random_pinned_rt,23,0.074
sentcomp,10,random_pinned_rt,24,0.071
sentcomp,10,random_pinned_rt,25,0.059
sentcomp,10,random_pinned_rt,26,0.047
sentcomp,10,random_pinned_rt,27,0.033
sentcomp,10,random_pinned_rt,28,0.034
sentcomp,10,random_pinned_rt,29,0.015
sentcomp,10,random_pinned_rt,30,0.007
sentcomp,10,random_pinned_rt,31,0.005
sentcomp,10,random_pinned_rt,32,0.003
sentcomp,10,random_pinned_rt,33,0.002
sentcomp,10,random_rh,5,0.001
sentcomp,10,random_rh,6,0.003
sentcomp,10,random_rh,7,0.004
sentcomp,10,random_rh,8,0.003
sentcomp,10,random_rh,9,0.01
sentcomp,10,random_rh,10,0.018
sentcomp,10,random_rh,11,0.022
sentcomp,10,random_rh,12,0.025
sentcomp,10,random_rh,13,0.036
sentcomp,10,random_rh,14,0.032
sentcomp,10,random_rh,15,0.038
sentcomp,10,random_rh,16,0.044
sentcomp,10,random_rh,17,0.051
sentcomp,10,random_rh,18,0.051
sentcomp,10,random_rh,19,0.056
sentcomp,10,random_rh,20,0.047
sentcomp,10,random_rh,21,0.072
sentcomp,10,random_rh,22,0.056
sentcomp,10,random_rh,23,0.053
sentcomp,10,random_rh,24,0.064
sentcomp,10,random_rh,25,0.066
sentcomp,10,random_rh,26,0.067
sentcomp,10,random_rh,27,0.058
sentcomp,10,random_rh,28,0.048
sentcomp,10,random_rh,29,0.034
sentcomp,10,random_rh,30,0.011
sentcomp,10,random_rh,31,0.013
sentcomp,10,random_rh,32,0.002
sentcomp,10,random_rh,33,0.009
sentcomp,10,random_rh,35,0.004
sentcomp,10,random_rh,36,0.001
sentcomp,10,random_rh,45,0.001
sentcomp,10,random_rl,2,0.001
sentcomp,10,random_rl,4,0.003
sentcomp,10,random_rl,5,0.014
sentcomp,10,random_rl,6,0.014
sentcomp,10,random_rl,7,0.039
sentcomp,10,random_rl,8,0.042
sentcomp,10,random_rl,9,0.053
sentcomp,10,random_rl,10,0.064
sentcomp,10,random_rl,11,0.074
sentcomp,10,random_rl,12,0.069
sentcomp,10,random_rl,13,0.076
sentcomp,10,random_rl,14,0.054
sentcomp,10,random_rl,15,0.06
sentcomp,10,random_rl,16,0.042
sentcomp,10,random_rl,17,0.045
sentcomp,10,random_rl,18,0.048
sentcomp,10,random_rl,19,0.047
sentcomp,10,random_rl,20,0.063
sentcomp,10,random_rl,21,0.039
sentcomp,10,random_rl,22,0.033
sentcomp,10,random_rl,23,0.027
sentcomp,10,random_rl,24,0.024
sentcomp,10,random_rl,25,0.022
sentcomp,10,random_rl,26,0.014
sentcomp,10,random_rl,27,0.016
sentcomp,10,random_rl,28,0.007
sentcomp,10,random_rl,29,0.005
sentcomp,10,random_rl,30,0.002
sentcomp,10,random_rl,31,0.001
sentcomp,10,random_rl,34,0.001
sentcomp,10,random_rl,38,0.001
sentcomp,10,random_rt,4,0.007
sentcomp,10,random_rt,5,0.023
sentcomp,10,random_rt,6,0.038
sentcomp,10,random_rt,7,0.038
sentcomp,10,random_rt,8,0.058
sentcomp,10,random_rt,9,0.063
sentcomp,10,random_rt,10,0.087
sentcomp,10,random_rt,11,0.09
sentcomp,10,random_rt,12,0.058
sentcomp,10,random_rt,13,0.066
sentcomp,10,random_rt,14,0.057
sentcomp,10,random_rt,15,0.049
sentcomp,10,random_rt,16,0.063
sentcomp,10,random_rt,17,0.052
sentcomp,10,random_rt,18,0.042
sentcomp,10,random_rt,19,0.041
sentcomp,10,random_rt,20,0.037
sentcomp,10,random_rt,21,0.029
sentcomp,10,random_rt,22,0.023
sentcomp,10,random_rt,23,0.014
sentcomp,10,random_rt,24,0.024
sentcomp,10,random_rt,25,0.01
sentcomp,10,random_rt,26,0.008
sentcomp,10,random_rt,27,0.009
sentcomp,10,random_rt,28,0.007
sentcomp,10,random_rt,29,0.001
sentcomp,10,random_rt,30,0.001
sentcomp,10,random_rt,31,0.002
sentcomp,10,random_rt,35,0.002
sentcomp,10,random_rt,36,0.001
sentcomp,10,rev-chron_pinned_rh,17,0.001
sentcomp,10,rev-chron_pinned_rh,19,0.001
sentcomp,10,rev-chron_pinned_rh,20,0.002
sentcomp,10,rev-chron_pinned_rh,21,0.003
sentcomp,10,rev-chron_pinned_rh,22,0.005
sentcomp,10,rev-chron_pinned_rh,23,0.003
sentcomp,10,rev-chron_pinned_rh,24,0.013
sentcomp,10,rev-chron_pinned_rh,25,0.027
sentcomp,10,rev-chron_pinned_rh,26,0.039
sentcomp,10,rev-chron_pinned_rh,27,0.082
sentcomp,10,rev-chron_pinned_rh,28,0.145
sentcomp,10,rev-chron_pinned_rh,29,0.288
sentcomp,10,rev-chron_pinned_rh,30,0.119
sentcomp,10,rev-chron_pinned_rh,31,0.084
sentcomp,10,rev-chron_pinned_rh,32,0.034
sentcomp,10,rev-chron_pinned_rh,33,0.04
sentcomp,10,rev-chron_pinned_rh,34,0.026
sentcomp,10,rev-chron_pinned_rh,35,0.032
sentcomp,10,rev-chron_pinned_rh,36,0.023
sentcomp,10,rev-chron_pinned_rh,37,0.016
sentcomp,10,rev-chron_pinned_rh,38,0.006
sentcomp,10,rev-chron_pinned_rh,39,0.004
sentcomp,10,rev-chron_pinned_rh,40,0.002
sentcomp,10,rev-chron_pinned_rh,41,0.001
sentcomp,10,rev-chron_pinned_rh,42,0.002
sentcomp,10,rev-chron_pinned_rh,46,0.001
sentcomp,10,rev-chron_pinned_rh,47,0.001
sentcomp,10,rev-chron_pinned_rl,20,0.001
sentcomp,10,rev-chron_pinned_rl,23,0.001
sentcomp,10,rev-chron_pinned_rl,25,0.002
sentcomp,10,rev-chron_pinned_rl,26,0.006
sentcomp,10,rev-chron_pinned_rl,27,0.011
sentcomp,10,rev-chron_pinned_rl,28,0.031
sentcomp,10,rev-chron_pinned_rl,29,0.041
sentcomp,10,rev-chron_pinned_rl,30,0.131
sentcomp,10,rev-chron_pinned_rl,31,0.167
sentcomp,10,rev-chron_pinned_rl,32,0.051
sentcomp,10,rev-chron_pinned_rl,33,0.055
sentcomp,10,rev-chron_pinned_rl,34,0.055
sentcomp,10,rev-chron_pinned_rl,35,0.086
sentcomp,10,rev-chron_pinned_rl,36,0.065
sentcomp,10,rev-chron_pinned_rl,37,0.072
sentcomp,10,rev-chron_pinned_rl,38,0.055
sentcomp,10,rev-chron_pinned_rl,39,0.05
sentcomp,10,rev-chron_pinned_rl,40,0.036
sentcomp,10,rev-chron_pinned_rl,41,0.026
sentcomp,10,rev-chron_pinned_rl,42,0.014
sentcomp,10,rev-chron_pinned_rl,43,0.015
sentcomp,10,rev-chron_pinned_rl,44,0.015
sentcomp,10,rev-chron_pinned_rl,45,0.007
sentcomp,10,rev-chron_pinned_rl,46,0.002
sentcomp,10,rev-chron_pinned_rl,47,0.003
sentcomp,10,rev-chron_pinned_rl,49,0.001
sentcomp,10,rev-chron_pinned_rl,50,0.001
sentcomp,10,rev-chron_pinned_rt,7,0.002
sentcomp,10,rev-chron_pinned_rt,8,0.002
sentcomp,10,rev-chron_pinned_rt,9,0.003
sentcomp,10,rev-chron_pinned_rt,10,0.017
sentcomp,10,rev-chron_pinned_rt,11,0.018
sentcomp,10,rev-chron_pinned_rt,12,0.024
sentcomp,10,rev-chron_pinned_rt,13,0.02
sentcomp,10,rev-chron_pinned_rt,14,0.034
sentcomp,10,rev-chron_pinned_rt,15,0.056
sentcomp,10,rev-chron_pinned_rt,16,0.044
sentcomp,10,rev-chron_pinned_rt,17,0.065
sentcomp,10,rev-chron_pinned_rt,18,0.07
sentcomp,10,rev-chron_pinned_rt,19,0.077
sentcomp,10,rev-chron_pinned_rt,20,0.069
sentcomp,10,rev-chron_pinned_rt,21,0.086
sentcomp,10,rev-chron_pinned_rt,22,0.111
sentcomp,10,rev-chron_pinned_rt,23,0.078
sentcomp,10,rev-chron_pinned_rt,24,0.064
sentcomp,10,rev-chron_pinned_rt,25,0.064
sentcomp,10,rev-chron_pinned_rt,26,0.047
sentcomp,10,rev-chron_pinned_rt,27,0.025
sentcomp,10,rev-chron_pinned_rt,28,0.013
sentcomp,10,rev-chron_pinned_rt,29,0.004
sentcomp,10,rev-chron_pinned_rt,30,0.002
sentcomp,10,rev-chron_pinned_rt,31,0.002
sentcomp,10,rev-chron_pinned_rt,35,0.001
sentcomp,10,rev-chron_pinned_rt,39,0.001
sentcomp,10,rev-chron_pinned_rt,40,0.001
sentcomp,10,rev-chron_rh,7,0.002
sentcomp,10,rev-chron_rh,9,0.001
sentcomp,10,rev-chron_rh,11,0.007
sentcomp,10,rev-chron_rh,12,0.011
sentcomp,10,rev-chron_rh,13,0.016
sentcomp,10,rev-chron_rh,14,0.012
sentcomp,10,rev-chron_rh,15,0.02
sentcomp,10,rev-chron_rh,16,0.017
sentcomp,10,rev-chron_rh,17,0.031
sentcomp,10,rev-chron_rh,18,0.032
sentcomp,10,rev-chron_rh,19,0.04
sentcomp,10,rev-chron_rh,20,0.025
sentcomp,10,rev-chron_rh,21,0.044
sentcomp,10,rev-chron_rh,22,0.057
sentcomp,10,rev-chron_rh,23,0.087
sentcomp,10,rev-chron_rh,24,0.073
sentcomp,10,rev-chron_rh,25,0.089
sentcomp,10,rev-chron_rh,26,0.096
sentcomp,10,rev-chron_rh,27,0.105
sentcomp,10,rev-chron_rh,28,0.106
sentcomp,10,rev-chron_rh,29,0.044
sentcomp,10,rev-chron_rh,30,0.021
sentcomp,10,rev-chron_rh,31,0.01
sentcomp,10,rev-chron_rh,32,0.02
sentcomp,10,rev-chron_rh,33,0.007
sentcomp,10,rev-chron_rh,34,0.004
sentcomp,10,rev-chron_rh,35,0.002
sentcomp,10,rev-chron_rh,36,0.006
sentcomp,10,rev-chron_rh,37,0.003
sentcomp,10,rev-chron_rh,38,0.005
sentcomp,10,rev-chron_rh,40,0.001
sentcomp,10,rev-chron_rh,41,0.001
sentcomp,10,rev-chron_rh,42,0.003
sentcomp,10,rev-chron_rh,43,0.001
sentcomp,10,rev-chron_rh,48,0.001
sentcomp,10,rev-chron_rl,15,0.001
sentcomp,10,rev-chron_rl,18,0.001
sentcomp,10,rev-chron_rl,19,0.003
sentcomp,10,rev-chron_rl,20,0.003
sentcomp,10,rev-chron_rl,21,0.003
sentcomp,10,rev-chron_rl,22,0.004
sentcomp,10,rev-chron_rl,23,0.003
sentcomp,10,rev-chron_rl,24,0.014
sentcomp,10,rev-chron_rl,25,0.015
sentcomp,10,rev-chron_rl,26,0.024
sentcomp,10,rev-chron_rl,27,0.049
sentcomp,10,rev-chron_rl,28,0.061
sentcomp,10,rev-chron_rl,29,0.097
sentcomp,10,rev-chron_rl,30,0.151
sentcomp,10,rev-chron_rl,31,0.064
sentcomp,10,rev-chron_rl,32,0.05
sentcomp,10,rev-chron_rl,33,0.038
sentcomp,10,rev-chron_rl,34,0.043
sentcomp,10,rev-chron_rl,35,0.039
sentcomp,10,rev-chron_rl,36,0.066
sentcomp,10,rev-chron_rl,37,0.04
sentcomp,10,rev-chron_rl,38,0.031
sentcomp,10,rev-chron_rl,39,0.042
sentcomp,10,rev-chron_rl,40,0.04
sentcomp,10,rev-chron_rl,41,0.011
sentcomp,10,rev-chron_rl,42,0.027
sentcomp,10,rev-chron_rl,43,0.02
sentcomp,10,rev-chron_rl,44,0.016
sentcomp,10,rev-chron_rl,45,0.013
sentcomp,10,rev-chron_rl,46,0.015
sentcomp,10,rev-chron_rl,47,0.007
sentcomp,10,rev-chron_rl,48,0.005
sentcomp,10,rev-chron_rl,49,0.002
sentcomp,10,rev-chron_rl,50,0.001
sentcomp,10,rev-chron_rl,51,0.001
sentcomp,10,rev-chron_rt,6,0.001
sentcomp,10,rev-chron_rt,7,0.004
sentcomp,10,rev-chron_rt,8,0.01
sentcomp,10,rev-chron_rt,9,0.011
sentcomp,10,rev-chron_rt,10,0.023
sentcomp,10,rev-chron_rt,11,0.028
sentcomp,10,rev-chron_rt,12,0.037
sentcomp,10,rev-chron_rt,13,0.047
sentcomp,10,rev-chron_rt,14,0.039
sentcomp,10,rev-chron_rt,15,0.045
sentcomp,10,rev-chron_rt,16,0.043
sentcomp,10,rev-chron_rt,17,0.039
sentcomp,10,rev-chron_rt,18,0.049
sentcomp,10,rev-chron_rt,19,0.057
sentcomp,10,rev-chron_rt,20,0.061
sentcomp,10,rev-chron_rt,21,0.073
sentcomp,10,rev-chron_rt,22,0.06
sentcomp,10,rev-chron_rt,23,0.074
sentcomp,10,rev-chron_rt,24,0.074
sentcomp,10,rev-chron_rt,25,0.067
sentcomp,10,rev-chron_rt,26,0.06
sentcomp,10,rev-chron_rt,27,0.046
sentcomp,10,rev-chron_rt,28,0.02
sentcomp,10,rev-chron_rt,29,0.01
sentcomp,10,rev-chron_rt,31,0.005
sentcomp,10,rev-chron_rt,32,0.006
sentcomp,10,rev-chron_rt,33,0.002
sentcomp,10,rev-chron_rt,34,0.003
sentcomp,10,rev-chron_rt,35,0.002
sentcomp,10,rev-chron_rt,36,0.002
sentcomp,10,rev-chron_rt,39,0.001
sentcomp,10,rev-chron_rt,43,0.001
sim,10,chron_pinned_rh,27,0.001
sim,10,chron_pinned_rh,28,0.028
sim,10,chron_pinned_rh,29,0.633
sim,10,chron_pinned_rh,30,0.206
sim,10,chron_pinned_rh,31,0.132
sim,10,chron_pinned_rl,34,0.022
sim,10,chron_pinned_rl,35,0.358
sim,10,chron_pinned_rl,36,0.576
sim,10,chron_pinned_rl,37,0.043
sim,10,chron_pinned_rl,38,0.001
sim,10,chron_pinned_rt,46,0.001
sim,10,chron_pinned_rt,47,0.001
sim,10,chron_pinned_rt,48,0.001
sim,10,chron_pinned_rt,49,0.01
sim,10,chron_pinned_rt,50,0.024
sim,10,chron_pinned_rt,51,0.038
sim,10,chron_pinned_rt,52,0.057
sim,10,chron_pinned_rt,53,0.115
sim,10,chron_pinned_rt,54,0.171
sim,10,chron_pinned_rt,55,0.204
sim,10,chron_pinned_rt,56,0.177
sim,10,chron_pinned_rt,57,0.157
sim,10,chron_pinned_rt,58,0.032
sim,10,chron_pinned_rt,59,0.012
sim,10,chron_rh,34,0.001
sim,10,chron_rh,35,0.034
sim,10,chron_rh,36,0.134
sim,10,chron_rh,37,0.808
sim,10,chron_rh,38,0.022
sim,10,chron_rh,39,0.001
sim,10,chron_rl,42,0.663
sim,10,chron_rl,43,0.284
sim,10,chron_rl,44,0.045
sim,10,chron_rl,45,0.008
sim,10,chron_rt,60,0.016
sim,10,chron_rt,61,0.776
sim,10,chron_rt,62,0.208
sim,10,least-neg-abs_pinned_rh,21,0.003
sim,10,least-neg-abs_pinned_rh,22,0.385
sim,10,least-neg-abs_pinned_rh,23,0.048
sim,10,least-neg-abs_pinned_rh,24,0.322
sim,10,least-neg-abs_pinned_rh,25,0.094
sim,10,least-neg-abs_pinned_rh,26,0.102
sim,10,least-neg-abs_pinned_rh,27,0.044
sim,10,least-neg-abs_pinned_rh,28,0.002
sim,10,least-neg-abs_pinned_rl,33,0.016
sim,10,least-neg-abs_pinned_rl,34,0.932
sim,10,least-neg-abs_pinned_rl,35,0.039
sim,10,least-neg-abs_pinned_rl,36,0.011
sim,10,least-neg-abs_pinned_rl,37,0.002
sim,10,least-neg-abs_pinned_rt,65,1.0
sim,10,least-neg-abs_rh,26,0.002
sim,10,least-neg-abs_rh,27,0.001
sim,10,least-neg-abs_rh,28,0.01
sim,10,least-neg-abs_rh,29,0.299
sim,10,least-neg-abs_rh,30,0.603
sim,10,least-neg-abs_rh,31,0.082
sim,10,least-neg-abs_rh,32,0.003
sim,10,least-neg-abs_rl,38,0.005
sim,10,least-neg-abs_rl,39,0.978
sim,10,least-neg-abs_rl,40,0.017
sim,10,least-neg-abs_rt,56,0.002
sim,10,least-neg-abs_rt,57,0.001
sim,10,least-neg-abs_rt,58,0.016
sim,10,least-neg-abs_rt,59,0.067
sim,10,least-neg-abs_rt,60,0.885
sim,10,least-neg-abs_rt,61,0.028
sim,10,least-neg-abs_rt,62,0.001
sim,10,neg-abs_pinned_rh,23,0.003
sim,10,neg-abs_pinned_rh,24,0.002
sim,10,neg-abs_pinned_rh,25,0.026
sim,10,neg-abs_pinned_rh,26,0.054
sim,10,neg-abs_pinned_rh,27,0.098
sim,10,neg-abs_pinned_rh,28,0.78
sim,10,neg-abs_pinned_rh,29,0.033
sim,10,neg-abs_pinned_rh,30,0.004
sim,10,neg-abs_pinned_rl,33,0.001
sim,10,neg-abs_pinned_rl,34,0.028
sim,10,neg-abs_pinned_rl,35,0.569
sim,10,neg-abs_pinned_rl,36,0.277
sim,10,neg-abs_pinned_rl,37,0.124
sim,10,neg-abs_pinned_rl,38,0.001
sim,10,neg-abs_pinned_rt,60,0.014
sim,10,neg-abs_pinned_rt,61,0.195
sim,10,neg-abs_pinned_rt,62,0.791
sim,10,neg-abs_rh,30,0.005
sim,10,neg-abs_rh,31,0.023
sim,10,neg-abs_rh,32,0.471
sim,10,neg-abs_rh,33,0.494
sim,10,neg-abs_rh,34,0.007
sim,10,neg-abs_rl,39,0.017
sim,10,neg-abs_rl,40,0.891
sim,10,neg-abs_rl,41,0.092
sim,10,neg-abs_rt,63,0.025
sim,10,neg-abs_rt,64,0.975
sim,10,pin-pred-lr_pinned_rh,7,0.001
sim,10,pin-pred-lr_pinned_rh,9,0.025
sim,10,pin-pred-lr_pinned_rh,10,0.029
sim,10,pin-pred-lr_pinned_rh,11,0.032
sim,10,pin-pred-lr_pinned_rh,12,0.093
sim,10,pin-pred-lr_pinned_rh,13,0.254
sim,10,pin-pred-lr_pinned_rh,14,0.192
sim,10,pin-pred-lr_pinned_rh,15,0.252
sim,10,pin-pred-lr_pinned_rh,16,0.122
sim,10,pin-pred-lr_pinned_rl,8,0.002
sim,10,pin-pred-lr_pinned_rl,9,0.013
sim,10,pin-pred-lr_pinned_rl,10,0.034
sim,10,pin-pred-lr_pinned_rl,11,0.032
sim,10,pin-pred-lr_pinned_rl,12,0.053
sim,10,pin-pred-lr_pinned_rl,13,0.183
sim,10,pin-pred-lr_pinned_rl,14,0.252
sim,10,pin-pred-lr_pinned_rl,15,0.203
sim,10,pin-pred-lr_pinned_rl,16,0.228
sim,10,pin-pred-lr_pinned_rt,46,0.004
sim,10,pin-pred-lr_pinned_rt,47,0.012
sim,10,pin-pred-lr_pinned_rt,48,0.036
sim,10,pin-pred-lr_pinned_rt,49,0.09
sim,10,pin-pred-lr_pinned_rt,50,0.156
sim,10,pin-pred-lr_pinned_rt,51,0.197
sim,10,pin-pred-lr_pinned_rt,52,0.177
